1,0,6.676E-01
2,1,5.505E-01
3,1,9.517E-01
4,0,4.769E-01
7,1,4.844E-01
8,0,9.703E-01
9,0,9.440E-01
10,1,8.512E-01
11,1,1.577E-01
12,0,5.932E-01
13,1,9.217E-01
14,1,5.023E-02
15,1,9.269E-01
16,0,2.758E-01
17,1,6.177E-01
18,0,9.980E-01
19,1,6.712E-01
20,1,6.051E-01
22,1,9.271E-01
23,1,8.033E-01
24,0,6.537E-01
